id_match,team_name,home_team?
match347,SD Eibar,False
match348,Rayo Vallecano,True
match348,Real Madrid,False
match349,Villarreal CF,True
match349,SD Huesca,False
match350,Real Betis,True
match350,RCD Espanyol,False
match351,Sevilla FC,True
match351,CD Leganés,False
match352,D. Alavés,True
match352,Real Sociedad,False
match353,RC Celta,True
match353,FC Barcelona,False
match354,RCD Espanyol,True
match354,Atlético de Madrid,False
match355,Levante UD,True
match355,Rayo Vallecano,False
match356,SD Eibar,True
match356,Real Betis,False
match357,Getafe CF,True
match357,Girona FC,False
match358,SD Huesca,True
match358,Valencia CF,False
match359,Real Madrid,True
match359,Villarreal CF,False
match360,R. Valladolid CF,True
match360,Athletic Club,False
match361,Athletic Club,True
match361,RC Celta,False
match362,Atlético de Madrid,True
match362,Sevilla FC,False
match363,FC Barcelona,True
match363,Getafe CF,False
match364,Real Betis,True
match364,SD Huesca,False
match365,Girona FC,True
match365,Levante UD,False
match366,CD Leganés,True
match366,RCD Espanyol,False
match367,Real Sociedad,True
match367,Real Madrid,False
match368,Valencia CF,True
match368,D. Alavés,False
match369,Rayo Vallecano,True
match369,R. Valladolid CF,False
match370,Villarreal CF,True
match370,SD Eibar,False
match371,D. Alavés,True
match371,Girona FC,False
match372,RC Celta,True
match372,Rayo Vallecano,False
match373,RCD Espanyol,True
match373,Real Sociedad,False
match374,Getafe CF,True
match374,Villarreal CF,False
match375,SD Huesca,True
match375,CD Leganés,False
match376,Levante UD,True
match376,Atlético de Madrid,False
match377,Sevilla FC,True
match377,Athletic Club,False
match378,R. Valladolid CF,True
match378,Valencia CF,False
match379,SD Eibar,True
match379,FC Barcelona,False
match380,Real Madrid,True
match380,Real Betis,False
